"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7662","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7847","PRISM.7852","PRISM.7855","PRISM.7858","PRISM.7860","PRISM.7861","PRISM.7862","PRISM.7870","PRISM.7874","PRISM.7875","PRISM.7879","PRISM.7897","PRISM.7899","PRISM.7904","PRISM.7906","PRISM.7908","PRISM.7909","PRISM.7910","PRISM.7911","PRISM.7912","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7955","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8244","PRISM.8264","PRISM.8275","PRISM.8283","PRISM.8332","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8589","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8683","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8754","PRISM.8758","PRISM.8764","PRISM.8765","PRISM.8774","PRISM.8776","PRISM.8778","PRISM.8783","PRISM.8784","PRISM.8785","PRISM.8788","PRISM.8789","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","PRISM.9126","PRISM.9148","Validation.LLDeep_0001","Validation.LLDeep_0003","Validation.LLDeep_0010","Validation.LLDeep_0011","Validation.LLDeep_0012","Validation.LLDeep_0015","Validation.LLDeep_0018","Validation.LLDeep_0021","Validation.LLDeep_0022","Validation.LLDeep_0024","Validation.LLDeep_0026","Validation.LLDeep_0027","Validation.LLDeep_0028","Validation.LLDeep_0029","Validation.LLDeep_0030","Validation.LLDeep_0033","Validation.LLDeep_0034","Validation.LLDeep_0037","Validation.LLDeep_0039","Validation.LLDeep_0043","Validation.LLDeep_0047","Validation.LLDeep_0052","Validation.UMCG0333264","Validation.UMCG1180653","Validation.UMCG1576297","Validation.UMCG1705352","Validation.UMCG1708847","Validation.UMCG2023308","Validation.UMCG2136686","Validation.UMCG2739287","Validation.UMCG2788516","Validation.UMCG3243705","Validation.UMCG3299495","Validation.UMCG3321127","Validation.UMCG3595094","Validation.UMCG3748218","Validation.UMCG4000898","Validation.UMCG4081271","Validation.UMCG4268471","Validation.UMCG4722506","Validation.UMCG4789724","Validation.UMCG4851027","Validation.UMCG5113553","Validation.UMCG5308346","Validation.UMCG5437940","Validation.UMCG5613882","Validation.UMCG5792346","Validation.UMCG5921444","Validation.UMCG6047689","Validation.UMCG6054655","Validation.UMCG6262744","Validation.UMCG6628208","Validation.UMCG6720116","Validation.UMCG6738619","Validation.UMCG6868484","Validation.UMCG6966873","Validation.UMCG7115152","Validation.UMCG7198526","Validation.UMCG7563651","Validation.UMCG8089650","Validation.UMCG8255148","Validation.UMCG8438880","Validation.UMCG9119812","Validation.UMCG9189151","Validation.UMCG9830707"
"C01019",25.6215,9.05772,67.0502,18.2726,20.4126,5.91638,26.7207,27.3625,14.1663,10.5374,52.4331,22.3332,17.9615,24.2502,26.767,7.16158,20.101,25.3438,5.68373,51.444,21.6647,45.8312,185.693,74.8729,13.188,55.3549,14.096,10.4894,12.4858,20.6829,11.8076,77.2065,7.66987,50.5296,63.8504,10.5146,32.4262,20.9046,16.7557,39.533,12.6873,16.8513,125.013,189.54,51.346,14.6425,42.7912,18.9374,32.1529,23.3754,7.77051,46.6172,52.3263,10.9677,30.8913,49.4965,17.4662,14.0723,20.0105,14.9814,22.1678,34.109,17.3662,12.6767,14.217,16.2161,10.4599,6.62868,53.7838,17.0598,20.8647,67.3813,19.5179,53.5561,29.1779,391.56,39.2021,41.0137,26.2941,51.9629,7.21534,17.0426,16.2693,126.138,10.8423,17.1681,32.5033,24.1932,32.927,22.5931,13.641,25.0328,18.5702,20.1863,30.5404,11.2907,18.1099,5.5405,88.3714,18.2637,32.4552,17.361,6.71873,18.5592,12.8313,41.3301,99.0114,10.9958,3.22736,39.1272,8.44969,15.9928,18.7141,36.82,7.94792,12.7673,21.6949,32.0022,15.583,59.7885,10.8076,20.4171,35.6273,395.622,82.9357,10.9898,17.8827,22.3579,59.4233,21.8086,27.1649,111.981,49.4036,20.2044,22.6399,20.6418,89.3304,39.3409,45.2985,30.8189,34.627,15.7059,53.5546,1e-28,100.823,6.67182,25.3664,9.36076,23.5858,39.7288,12.751,9.84331,52.5815,52.8868,13.4259,12.9406,32.5867,53.8417,28.5112,18.6769,29.2056,14.2876,26.4578,20.9526,39.9789,14.1096,50.4847,44.7459,27.2207,32.9246,4.34332,53.4665,10.1102,43.5704,29.2667,24.7899,35.6443,66.5631,19.0832,35.6414,44.4638,21.1924,58.6271,14.0214,33.9342,44.9531,26.9933,14.2005,18.0014,31.4083,17.5369,19.0738,26.1418,64.6556,10.5495,7.83171,28.7967,25.1164,64.7529,65.1681,97.2171,92.1262,23.7359,18.1944,19.9908,43.434,31.0891,26.5582,16.4326,12.3368,27.0465,32.9194,37.0902,18.6606,20.1393,24.8944,29.4583,28.2698,28.0438,32.6716
"C01035",12.848,7.94633,11.7399,46.1612,20.3021,1e-28,23.8968,46.3821,189.427,663.783,229.934,29.8549,1e-28,74.9796,210.724,33.9272,26.5694,217.232,187.79,52.0711,11.2462,135.529,73.8201,122.315,67.8255,249.411,24.054,20.1356,127.78,22.3084,20.8635,46.659,30.9185,187.411,43.5254,6.5951,735.866,82.6734,18.2622,33.5591,24.7986,17.8372,74.3815,119.665,22.8194,525.296,26.5368,724.58,27.5999,171.511,65.3295,56.7077,239.782,74.1466,10.5882,22.0376,27.6865,439.751,9.76003,6.44486,16.4453,175.314,49.2077,8.49882,294.595,64.4682,22.8874,16.7646,75.1013,15.1097,201.085,81.9918,125.574,118.157,442.102,64.234,480.004,223.549,207.75,246.043,38.3646,420.238,133.476,350.199,82.4323,20.5498,48.8572,83.7454,304.912,100.313,146.427,28.0538,70.3582,168.065,301.478,60.4775,228.743,126.951,44.2281,184.555,284.956,87.4132,10.1447,57.1003,12.7298,1e-28,44.3555,1e-28,34.9129,27.9393,1e-28,1e-28,1e-28,23.0341,6.07069,12.7634,20.7143,7.82482,1e-28,18.9686,15.2298,23.6184,104.564,70.0597,55.3335,19.0548,37.3913,24.7874,13.2098,23.9034,28.7122,17.2349,28.6191,52.7867,20.4919,19.8681,1e-28,107.928,51.1241,65.5514,189.904,88.7215,55.3762,1e-28,66.6988,12.2274,81.9279,14.8547,22.6074,82.3129,1e-28,66.2444,95.7604,39.1938,867.009,45.2966,222.459,30.5466,47.4491,34.5524,43.2021,61.8778,80.9902,461.158,65.0769,505.087,102.451,57.982,34.7498,303.397,57.3986,385.439,82.6887,139.676,78.7573,83.1983,30.8859,77.5474,7.42791,220.265,21.1543,67.689,241.281,28.8157,37.0559,123.325,18.5183,51.0247,22.1797,25.8298,70.0488,124.046,90.6892,39.8402,87.2338,323.556,130.486,348.746,22.0475,108.068,133.454,48.2977,724.44,13.6316,12.5892,74.3969,233.247,36.9237,16.853,31.0205,20.4621,236.252,18.3111,27.2234,27.484,61.5459,61.4335,155.554,23.3596,142.061
"C01152",21.8923,201.838,65.509,367.558,336.853,180.322,63.4967,175.503,130.662,39.2692,1417.7,369.635,90.2835,57.1758,40.8723,86.839,61.9027,554.584,687.728,2795.15,57.8753,344.251,854.55,212.42,615.108,192.119,97.2309,71.3263,1230.07,408.249,34.9924,202.657,31.5934,788.018,246.505,1432.38,56.1879,384.838,98.0382,35.6234,195.867,509.136,106.714,28.0786,23.809,47.8987,61.0465,211.089,192.262,35.4379,371.995,1035.17,127.828,375.161,196.883,232.345,99.8745,359.72,52.4352,24.7593,381.485,1016.05,859.023,675.002,84.032,139.484,30.7064,454.338,568.326,51.2879,305.983,197.922,29.2983,381.699,44.4059,744.481,720.968,437.929,29.8829,415.961,88.1463,629.854,378.914,96.1085,151.983,27.4433,368.538,412.573,1036.44,846.752,708.752,43.7283,157.003,53.567,322.879,339.967,336.403,280.452,275.318,908.986,609.71,1190.76,126.74,255.17,170.238,181.474,180.481,51.4495,213.067,290.524,526.343,389.111,417.14,127.562,70.7411,74.1961,53.7524,47.5781,23.6943,60.9207,1571.86,33.015,360.681,44.9036,517.309,152.17,68.8612,532.626,277.509,325.559,379.63,167.811,352.573,96.5839,120.604,130.458,1219.29,181.502,208.303,43.1923,246.776,102.851,283.986,53.6347,193.728,58.2698,240.987,299.193,607.806,91.54,31.0879,2471.27,449.777,408.417,52.2922,19.5419,149.135,21.9813,27.2876,27.9829,128.012,27.2019,6.92142,185.71,124.392,118.73,117.481,152.713,30.4493,128.251,29.7041,347.087,70.9097,143.776,79.635,122.621,160.14,79.652,86.7402,217.496,207.717,15.3029,86.6318,1999.6,52.6031,151.647,16.9505,124.121,36.0529,40.6563,52.2912,91.71,50.6524,63.2263,549.246,427.601,66.2852,13.5712,68.5883,58.6615,98.9179,28.4342,22.5099,562.713,1363.47,411.876,16.3537,44.6475,11.9197,513.315,1573.67,22.5668,25.3922,78.2524,272.945,909.633,324.847,252.649,79.3247,45.5711
"C01157",12.6369,50.1514,8.65496,72.6086,29.4991,128.382,614.922,111.808,47.581,243.422,37.3632,40.3798,162.536,122.331,58.1469,26.652,11.4058,52.7559,42.125,70.2469,9.31554,95.2446,56.1586,168.69,36.9487,39.1138,17.444,11.8843,31.7512,12.2991,13.5868,30.2821,24.8326,68.7116,55.3742,22.7347,14.2992,22.3453,24.4393,38.812,26.1524,30.1395,35.3391,56.4541,11.6026,9.57236,57.035,231.2,113.291,32.6553,15.3806,195.48,30.565,12.0061,16.0897,93.8099,34.0908,224.72,98.2703,98.1046,610.02,95.3341,19.2415,26.7313,112.634,50.8556,7.70349,24.9737,770.663,24.5938,22.8386,135.354,6.89844,45.0532,19.6117,210.049,51.3593,3.37608,15.0705,124.118,16.9849,23.2549,28.1123,11.3534,124.584,236.619,107.038,12.999,485.606,93.3904,11.7142,29.4184,38.8377,47.3906,14.3445,121.731,13.5825,13.2118,455.659,10.6349,54.2351,43.6066,128.91,108.706,108.491,68.1662,278.355,1450.61,984.814,116.389,149.429,2553.37,272.245,68.5438,138.862,97.9353,108.001,40.9594,116.242,82.7192,235.813,140.802,251.43,43.3276,135.206,52.0597,150.075,21.6696,183.291,221.226,3430.09,55.3949,236.744,86.254,1737.92,425.205,127.495,24.1276,95.9989,407.41,2366.66,73.8928,142.61,33.5721,110.223,38.6775,197.64,154.309,449.474,463.857,110.108,25.016,11.6879,25.9168,14.4088,18.2523,16.2407,11.4213,18.1274,30.38,29.5757,28.9639,13.4145,22.7497,34.9173,24.787,180.435,35.8656,73.1758,22.394,22.1506,25.2291,24.7935,58.4274,104.874,58.8142,32.188,143.814,14.3206,20.9758,29.6572,17.3414,323.894,19.7947,8.70023,47.3681,9.38321,39.925,27.7136,5.79342,27.0744,33.3036,14.2348,793.748,14.1494,5.78597,76.0967,32.1434,14.5183,113.861,377.701,17.2503,16.5386,20.1454,19.9877,15.3165,57.7515,86.3629,38.7755,23.0778,14.0907,6.88073,14.1072,7.24198,296.195,91.8587,24.3681,17.0344,31.9745,76.4675
"C01181",106057,45430.3,8982.42,14178.6,31180.4,264.241,987.222,100325,131517,15774,26015.5,20637.6,17575.8,56475.8,27838.4,14134.1,2123.87,67751.7,27540.9,52255.5,137180,27062.6,6903.05,52892.2,24382.5,64008.7,14642.3,2957.19,20512.6,35541.4,23454.1,65353.9,5716.17,24857.9,9199.05,141645,43951,52065.7,5626.07,84684.2,70562.4,40574.4,10299.5,53944.4,46068.6,60404.2,42563.5,25890.8,6674.14,30430.2,13482.5,35517.3,90174.1,20559.3,97817.8,27689.8,2558.36,28688.8,14682.3,3405.06,823.082,19671.1,58474.5,39981.6,35461.6,14276.1,12665.4,54124.4,13682.2,21947.9,85204.8,153562,45097.6,14336.5,28648.6,8475.63,49147.4,49154,59309.3,23393.1,18328.2,63985.9,19576.5,1359.92,35887.4,1501.72,43170.4,14341.6,15301.6,14839.7,10139.1,10071.4,6788.89,30654.5,18420.4,7376.83,18842.1,14983,1790.97,50423.6,42258.7,14691.1,22508.3,22210,10835.4,12186.2,3251.98,1449.52,13868.1,15462.3,2932.86,828.227,1685.81,8123.01,1746.23,5554.02,2862.29,15316,5761.39,34920.8,1666.22,16389.2,32280.9,36649.2,22578.6,7772.92,16842,6830.84,13823.5,1189.58,12061.8,19890.3,4000.08,12163.4,5911.61,11410.6,15578.8,549.197,2280.65,27201.8,15678.5,12791.6,12456.9,22307.5,23827.7,25928.8,138564,20482.3,31079.7,132317,9757.58,79259.5,7803.6,84496.7,46894.5,23663.4,66645,7902.66,18827.7,12708.2,11728.8,9962.6,19724.5,7009.31,2125.13,37917.4,34436.3,30536.7,30165,6205.25,15100.1,6200.99,30389,46287.7,28347,8268.56,4205.66,21584.2,36109.3,8875.93,22864.9,18200.7,8719.88,31667.4,10655.2,26062.6,19015.7,77445.8,17089.2,8073.27,32762.6,60492.4,5446.36,16195.2,23986.9,7486.84,43159.1,10792.9,63063.3,70130.5,97411.5,62005,30131.8,24763.4,14012,66146.1,33988.6,35353.5,65453.6,8242.57,23863.3,6917.14,37505.4,47819.5,11136.5,31093.5,18959.7,37016.8,38123.8,76950.8
"C01262",5.47245,82.8438,13.1862,32.2108,14.4243,144.778,22.8318,10.3103,34.1582,1e-28,176.404,38.0488,64.3708,80.623,4.80805,8.63724,16.2649,214.588,39.5819,2771.14,3.45548,2027.06,21.1659,72.4015,17.3733,30.2171,1e-28,22.8598,66.2564,14.5163,17.2826,85.4702,8.97551,547.876,69.4669,67.3316,4.74239,17.0642,27.3429,1e-28,48.2459,15.4749,14.489,20.5072,70.9354,6.80961,5.55206,32.1712,6.70575,28.2127,144.487,130.578,29.7572,26.9502,1e-28,45.3623,6.06135,81.9666,172.028,14.4561,46.4077,126.703,51.1071,4.79549,27.5263,19.8517,28.6688,20.6243,46.9165,11.4953,276.549,92.1554,4.52721,186.365,15.6634,5.88561,39.3377,6.49133,1e-28,19.5109,7.96904,6.90665,12.8686,149.481,19.8748,7.44841,47.1228,14.624,107.173,6.08117,13.2824,21.2403,24.5814,15.6639,6.91516,23.5951,11.8701,18.124,51.2297,14.088,206.502,1146.96,74.8991,36.0329,41.1977,153.57,54.3551,14.5287,47.3746,44.1805,157.017,249.471,61.5626,16.034,21.3393,1e-28,28.7617,37.3472,39.9751,28.1872,87.6933,9.94387,20.1621,4.58494,95.7728,55.7279,15.8933,112.782,52.2028,488.336,113.713,41.9007,424.513,5.44071,44.3679,87.9943,152.405,26.2658,44.9857,13.5751,35.584,42.6666,15.3002,29.2522,20.8962,18.0518,14.1226,20.8272,181.331,38.51,12.11,1484.36,27.5803,109.575,21.0505,10.309,16.5747,4.70998,4.16359,4.61604,21.873,1e-28,1e-28,23.5002,28.3809,1e-28,33.7787,58.6151,5.02676,7.6195,7.66357,20.7948,43.3641,46.9378,22.2094,19.9919,16.4918,30.8268,1e-28,13.1089,1e-28,6.69358,36.0286,107.1,1e-28,52.4503,1e-28,16.3678,5.65125,1e-28,1e-28,6.02466,3.76011,24.1889,22.129,1e-28,20.92,1e-28,1e-28,34.1256,68.4688,1e-28,1e-28,14.3855,21.6434,37.982,1e-28,12.3088,1e-28,6.25855,19.0292,3.0661,1e-28,1e-28,1068.59,27.959,25.0626,128.707,6.27088,17.507
"C01479",12571.7,7455.51,576.981,3786.68,16835.2,1e-28,1e-28,11054.8,33334.1,20.7759,24343.1,59.8011,140.803,521.237,43162.4,1023.25,6267.55,31800.5,29283.6,749.602,7458.02,1081.62,3438.34,11406.7,287.704,6896.02,34872,394.144,528.295,1284.93,627.451,266.25,78.6168,14037.7,855.597,22127.3,26844.8,18389.9,548.473,293.547,26425.6,790.861,25.1806,8541.49,1e-28,4762.47,9000.6,1e-28,8.95072,3.66189,6726.19,49617.4,0.338775,13303,8.4765,103.791,15.108,5929.06,120.205,78.5605,8.35391,5403.56,32928.7,50.5601,32007.2,137.48,77.4129,4.80672,19.2609,9979.62,60850.7,17681,6202.97,41949,38527.3,8555.43,9218.83,9719.87,6810.23,6.95844,136.663,22100.2,35.8118,12560.2,4087.29,18.7419,10371.8,351.08,16580.3,1e-28,23115.5,126.216,664.48,32.9939,26251.9,349.064,18902.2,862.253,1e-28,28780.7,8088.85,2858.96,148.53,7300.5,66.4266,2943.84,3036.32,1e-28,21.797,4861.18,618.664,21.3213,150.52,322.332,175.554,1091.19,58.5211,2313.17,11993.7,210.53,211.948,606.142,17400.9,8564.24,11519.7,104.269,3148.19,1e-28,18.0676,1.0549,1e-28,1e-28,1e-28,1553.83,4.32029,4051.38,42.9422,39.2193,11277.1,22993.4,4224.75,65.8967,8943.66,3733.94,7.05378,205.569,9189.23,445.227,468.202,41736.2,84.0886,1e-28,56390.6,3329.78,782.846,67.2997,13265.4,3480.84,30.2266,516.259,24619.5,87.5231,76.6642,899.251,526.99,63.0936,3543.25,1247.26,122.571,136906,232.184,12731.6,18222.7,19984,36364,582.258,1e-28,11002.8,740.107,5591.55,8849.81,1260.97,21609.8,16823,31513.1,1245.11,52.4171,11170.9,13899.1,26.1375,583.264,26487.6,32216.8,1e-28,334.628,578.003,45.8579,24339.9,16.4493,6682.51,9961.13,44569.9,283.011,57.6435,72929.3,12904.6,143.248,1378,170.446,71.3596,307.703,8430.24,56.4205,573.554,1e-28,85.4604,235.167,20651.3,180.993,30589.5
"C01530",3378.47,8989.03,1999.75,6824.79,990.142,1693.3,264.907,1302.67,131.892,651.701,223.754,169.065,12977.3,1650.2,426.906,593.782,380.258,76.9657,453.889,90.9399,705.421,1315.6,264.633,140.096,11305.1,300.761,152.84,435.486,1011.06,35.0869,387.478,853.137,1215.21,340.013,274.951,151.31,1668.8,621.799,194.002,37.7201,171.59,7618.2,369.489,288.265,4461.26,103.42,514.287,248.002,512.369,905.599,188.207,12121.4,281.271,111.48,421.371,9375.61,1264.19,313.471,10213.7,2791.53,916.562,79.9895,71.9998,346.574,3244.64,190.52,1006.58,805.265,5891.39,173.605,524.639,348.607,1292.97,433.674,1289.06,337.187,426.969,299.01,115.552,463.63,2653.7,81.9054,870.9,41.0164,2404.57,12469.2,468.597,4657.17,56.7348,374.812,146.612,2257.58,237.29,441.548,354.462,985.302,160.946,6208.7,253.603,356.618,84.6163,4371.62,5810.07,6675.38,15608.5,9733.21,2626.16,564.085,16081.3,7415.4,14884.8,5184.08,17011.5,8185.6,21061.5,8875.83,15324,2577.52,13798.1,6051.79,3194.53,7723.01,1741.51,4552.57,6653.93,19975.5,13971.2,398.565,1397.67,1391.27,2243.37,452.158,195.863,11384.4,12463.1,3523.18,3617.63,323.73,17015.6,79.8688,151.971,17796.5,4286.74,17296,1775.62,25137.6,426.028,14472.5,1004.62,7863.01,9666.92,1126.78,42.1714,2321.62,396.183,5615.52,333.801,1165.98,1456.59,827.668,1797.38,330.819,1731.38,1407.82,282.428,788.592,553.639,831.263,584.915,84.0794,116.239,208.76,3685.28,82.6941,235.644,2088.94,524.712,330.812,840.717,5330.87,7027.37,469.493,74.6964,158.463,530.287,149.925,419.013,1079.84,290.912,244.758,759.625,246.288,294.221,190.311,255.357,1780.62,173.239,248.08,193.965,231.662,10.7926,139.045,521.576,1022.91,348.902,870.799,118.925,1232.34,702.564,698.007,1054.06,265.506,43.9099,1506.62,2001.11,2401.26,204.801,410.809,456.48,501.627
"C01585",372.631,4760.43,2675.13,145.896,338.366,1e-28,14.6226,182.8,25.4089,928.402,611.184,280.116,66.8449,241.333,80.0619,5662.02,300.569,14.7215,12.8472,285.235,123.363,95.8311,157.697,1816.88,3279.52,260.663,287.814,188.343,183.592,16050.1,7189.46,97.1945,1145.85,139.46,8575.57,7212.29,94.5441,381.114,19860.7,10666.8,194.398,11983.9,87.1972,851.653,479.739,407.423,8020.52,53.2909,29.6145,3.92456,28.075,88.757,43.1893,895.512,768.187,150.219,27.4056,2009.18,1095.73,5277.97,12.6599,159.422,187.095,331.398,100.234,6600.91,650.867,1583.95,7.13839,1285.13,679.65,321.705,278.442,242.255,138.014,2978.76,1868.77,823.344,935.489,1e-28,1129.26,637.439,2443.58,142.519,11588.5,8.27591,159.05,2438.05,143.456,8.48991,389.073,9396.56,6609.75,440.1,373.649,111.102,353.688,569.642,27.7516,22.0113,32.2814,5599.2,11271.3,103.533,900.769,83.7701,112.95,12.9674,4945.59,1273.07,7134.8,19.7924,512.435,3914.97,534.638,200.334,846.71,184.978,1576.95,7482.94,6616.48,6323.45,202.366,57.2774,162.528,667.305,65.8067,2965.59,28.1757,11.4212,13.121,1e-28,11.3987,1998.76,61.3798,78.2286,27.5963,34.5229,189.086,71.734,1e-28,271.144,741.593,484.151,2574.76,2277.59,7.57445,1603.78,363.871,115.302,58.3826,709.139,66.8901,68.7891,154.062,1350.25,7083.18,212.719,153.265,345.163,3716.09,87.1549,419.089,16771.7,4655.52,291.773,5690.5,36205,3724.81,437.643,2912.61,2535.18,689.854,145.729,3339.31,5632.9,167.988,58.0117,125.453,57.0926,4045.33,1599.21,1e-28,445.049,147.744,33.7396,55.8534,39.3121,90.624,218.237,4756.54,311.808,413.619,9.11453,212.412,514.335,125.215,35.6372,244.907,11.7166,63.1121,80.3523,6902.72,125.369,269.819,952.251,409.107,7119.56,5559.6,409.528,37.8567,532.953,198.569,768.335,69.9242,88.2808,449.537,468.409,125.097,49.966
"C01595",7051.67,32288.5,7165.41,5086.04,33900.6,8312.41,3828.14,429.494,5847.39,12360.7,7629.06,6368.85,29102,11829.4,44957.8,31236.6,419.529,5107.07,55950.2,3991.23,24779.5,18252.1,28333,5668.16,17069.6,22608.7,10779.1,3156.23,66235.5,4776.24,3988.64,12361.7,12482.9,9839.92,25047.4,1790.37,93135.5,29609.4,521.034,33750.6,9655.47,13008.2,2208.15,46013.1,4290.18,9519.92,3791.26,24755.2,5014.99,3412.53,2572.57,7487.46,2673.3,5368.2,78762.2,5427.13,42054.3,29939.5,10289.1,38562.9,5232.31,1001.41,3905.59,47900.2,11728.5,27758.1,4648.01,10804,3240.68,1203.23,6536.78,3919.02,12532.7,15933.6,9553.76,2053.25,27874.2,5539.94,5302.18,7336.42,891.343,5915.25,29896.5,19003.8,3685.71,4061.84,1894.63,847.673,963.079,6127.45,7143.77,4374.67,27340.5,16724,21643.9,3682.71,27599.3,2011.48,2143.39,1716.84,11184.1,58984.4,86492,3062.06,16185.4,347.861,48723.7,10033.4,3247.99,9061.1,13437.7,129.154,36143.7,5602.08,60363,43090.1,3881.18,3559.73,12500.3,4020.29,9448.64,6244.2,3206.75,12370.2,1868.45,3166.51,29745.7,12078.6,4070.31,14099.7,1341.22,1523.25,1106.1,2822.2,4271.5,19695.3,1115.86,4401.36,5137.66,7453.15,4730.19,5079.64,3850.71,1902.24,256.509,1433.86,48080.9,952.086,3457.06,771.375,9445.57,1526.43,1961.63,3571.94,5081.29,8960.06,42533.7,21839.2,6235.53,38003.7,47859.1,1392.21,7614.73,12544.3,32770.7,33995.4,23672,4364.98,11408.5,28278.1,12209.8,19892.5,16923.5,19632.4,10336.8,72405.6,13104.8,62155.4,16330.2,45696.6,15989.5,16162,2423.79,13106.6,59056.1,40354.3,23047.5,4692.11,51721,3651.6,8494.08,21452.5,21314.8,20578.6,8752.13,78071,19644.4,20755.6,2113.28,1295.68,744.795,7061.93,13797,12959.3,65049.6,6698.59,22336.2,49853.6,68230.3,1432.79,77322.6,7940.22,29867,57773.3,46125.1,2504.38,47453.2,24965.5,49235.4,67270.8
"C01717",118.376,318.987,32.1472,20.8686,326.273,134.013,85.7157,247.176,32.3804,11.5241,36.0772,283.469,503.404,59.2127,139.937,13.4871,4.13749,161.479,261.103,39.732,12.7027,30.5383,301.239,172.004,219.441,260.198,1e-28,17.6764,177.939,1e-28,151.851,86.3072,135.784,458.267,26.3118,105.684,79.0653,261.182,6.91039,88.568,21.2398,202.393,30.5093,181.143,101.621,3.72041,284.092,171.754,35.3564,154.722,30.7327,164.159,21.1413,53.2875,35.8672,16.837,93.7564,29.6167,88.2614,116.586,65.0214,57.2168,148.706,18.3382,459.197,468.787,73.778,230.257,107.218,7.5751,3.93852,299.2,4.40338,67.7587,19.4745,114.428,27.3228,1e-28,167.765,10.131,51.824,38.0083,11.784,17.4068,113.711,95.8407,1e-28,236.008,235.365,192.793,102.044,1e-28,178.155,216.858,26.6448,62.0911,19.8372,36.3698,269.565,1e-28,239.625,26.9576,63.4616,410.783,51.3676,220.862,306.417,173.156,357.69,369.408,389.026,206.973,21.0971,1e-28,26.6279,576.019,39.042,204.905,6.39001,135.391,297.426,532.898,143.414,9.94515,104.974,174.297,307.208,68.7567,177.581,103.082,185.722,95.0232,85.3221,75.6852,356.402,329.551,22.3406,27.1417,1336.15,169.322,275.22,12.2542,134.163,59.7788,519.676,11.1732,48.2496,515.279,556.122,193.507,585.747,1e-28,117.312,19.8727,140.495,13.0524,189.3,23.0597,139.822,17.8518,99.1609,31.7873,13.0693,31.8657,198.013,305.178,366.178,41.4366,95.1313,121.331,85.806,253.091,119.358,14.0657,196.561,149.405,102.241,15.7489,53.5452,139.787,139.106,1e-28,138.334,294.748,34.6113,96.2736,278.579,68.2593,67.8233,240.786,179.713,235.454,95.7927,105.504,126.352,213.648,185.488,228.994,318.557,36.8575,302.091,14.353,103.801,23.11,168.835,7.1866,80.9493,87.4095,111.126,27.0096,212.075,4.59953,348.932,1e-28,13.4619,347.225,254.08,19.7126,43.3569,10.1276
